Date/Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2018-12-31 15:00:00,4.665618644543795,10.75937159608018,9.261053169472884,13.765613270529405,3.550191191780514,18.367279356576052,11.838413096133399,18.468551828808003,11.838269482540174,8.398931392658367,12.838701232712616,10.572208582162414,3.638249743182257,12.325357268862662,19.06488889096731,19.06488889096731,11.838413096133399
2018-12-31 16:00:00,4.885168554126421,10.831077516093261,9.080404249679908,13.827277484751143,4.00891742178408,17.60417641623891,11.467044086373129,17.716624399508007,11.407221221630296,7.941304470577854,12.438116822191905,10.841761035617537,3.828358539266898,12.234538750231389,18.108955298465943,18.108955298465943,11.467044086373129
2018-12-31 17:00:00,4.283578526855256,9.62964259501593,10.489403632003086,12.992490415996427,4.203283510209672,18.369120502878257,11.385974074737753,18.37504489682271,12.39707964108041,7.707694352226349,13.713042126039804,10.11137761056204,3.4497995935786063,12.32236745539103,17.220028682813748,17.220028682813748,11.385974074737753
2018-12-31 18:00:00,3.8685893612415563,9.499900137375533,11.486469993320796,12.235787844015855,3.744335787262721,17.371071209123606,11.304860300106771,17.175965236182332,13.999674745951902,7.794152346456101,13.36904002449215,10.109688359951424,3.446393750065013,12.138499739593039,17.44504350700912,17.44504350700912,11.304860300106771
2018-12-31 19:00:00,3.681470725111521,9.840293378858489,10.2564194964203,12.074007912947149,3.7177783523493564,16.116879029405055,11.771665031348896,16.43427896471093,12.614597029062,8.448093554859817,13.077910498876689,9.522264838172395,3.5015150764409757,12.801174124706105,17.188497850434302,17.188497850434302,11.771665031348896
2018-12-31 20:00:00,4.04071718913032,10.420744360839215,10.972521942458584,12.382060004901264,4.253933306172068,15.810158915871302,12.25656388793007,15.802659613931475,13.34954374303821,8.87151766445396,13.11172766134563,9.484594509694762,3.98974898086874,12.389975868106124,17.530574014234755,17.530574014234755,12.25656388793007
2018-12-31 21:00:00,3.6954640033199944,9.59643396673223,10.012109735856422,11.450931142846711,4.1219465492991105,15.345396474674553,11.068719295429549,15.23185101299154,12.247864163668249,7.917738313896756,14.088078149316885,9.893991911306067,3.3670494964913447,11.92773976061421,16.803525577254803,16.803525577254803,11.068719295429549
2018-12-31 22:00:00,3.845706953838918,9.742133301770812,10.14910653930464,11.760974802348773,3.3663690709104697,15.339028129269984,10.815897079641557,15.219546397808198,12.257096030855719,7.119222522916082,13.552003274067282,10.294110980250954,3.0643450116588404,12.40194422304623,16.94788487257732,16.94788487257732,10.815897079641557
2018-12-31 23:00:00,3.735636988518972,8.724723052579888,10.536521953216129,11.625934226539556,3.7404672657113944,16.138980981761144,11.483810836445858,16.256275374854653,12.646636777715953,7.792475155091819,15.170882270365592,10.444294635680057,3.295360196485437,12.639446601829214,17.033649078477115,17.033649078477115,11.483810836445858
2019-01-01 00:00:00,4.1994875818684125,9.443917596779144,9.738808199566995,11.017658846463398,4.606170439554886,14.992547016114589,10.753515311476825,15.072468554111373,11.76573501854723,6.479527399943278,14.168513772520852,10.597923141261214,3.5357346217179955,11.856170478311649,16.942671032861472,16.942671032861472,10.753515311476825
2019-01-01 01:00:00,4.988565788164069,10.513130064207433,9.59954130287423,11.178708156165913,4.461627481696079,15.472367777266683,13.38635439367854,15.689293639825385,11.546621244583324,8.979820826886145,13.644008784198943,7.358213924440693,4.493687609425009,13.88772191423616,17.691201765493037,17.691201765493037,13.38635439367854
2019-01-01 02:00:00,5.189325071326055,9.476418135119895,10.07595966698189,11.652247332095131,4.396165175708459,16.060305305920593,11.368419568488251,16.054806486023228,12.051064259715625,8.262195874355507,13.489939153066924,6.983608266278558,4.457978481468928,10.88462228563409,17.263123588028343,17.263123588028343,11.368419568488251
2019-01-01 03:00:00,5.0712399397275725,8.089062760810295,9.493521792312535,11.058067114860366,4.123006527554961,15.350247624225661,10.124617500298893,15.391293562522717,11.568761431367129,7.129102299524349,13.839109209128093,6.111806320423282,4.119956165364041,10.715289042990953,16.185718156120892,16.185718156120892,10.124617500298893
2019-01-01 04:00:00,4.459503891145102,7.626352726728457,10.164827824770015,9.166779259439968,4.254152375532664,16.141980715735375,9.751673116756399,16.275596852706762,11.62624926300435,6.941851312937235,13.542334854499627,5.266541522333092,4.449260743560745,10.699102191961934,15.980920418932348,15.980920418932348,9.751673116756399
2019-01-01 05:00:00,4.383844800115315,7.464052486571296,9.88993126855732,8.24634391245234,3.6669301887591694,15.551939326835877,9.803676973264361,15.450485327927542,11.64910035740105,6.950429573394136,13.375045214321633,3.9481220784503877,4.410950887589773,11.61002779877648,16.612887828096806,16.612887828096806,9.803676973264361
2019-01-01 06:00:00,4.32377940392445,8.257190779983844,8.866637100785333,9.388519372387313,3.089294129326101,16.71838369325299,9.149308583018612,16.447318461712822,10.604246211777381,6.8413553739730215,13.791978295089175,3.151829240562831,4.093733225876599,11.926163595897675,16.795240246916457,16.795240246916457,9.149308583018612
2019-01-01 07:00:00,4.2128979860079925,7.849997251785486,10.075751384373742,8.90303935243772,2.6790743953156952,16.440814171024233,8.562762766839711,15.936697746475385,11.878518760692385,6.00971091892149,13.997188657315329,2.6735316507701348,3.5896273149598272,12.296749670088827,17.24275269652364,17.24275269652364,8.562762766839711
2019-01-01 08:00:00,3.9210453703243098,6.817140959528173,10.134787364960841,9.155808314908295,2.553543867279711,17.132979249232132,8.236688581262896,17.509694681949547,12.210498621015619,5.326016675846506,12.997141616197128,1.8666145050678784,2.7828034190974833,13.750753337531181,18.11003456466531,18.11003456466531,8.236688581262896
