Date/Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
1/1/2019 1:00,2.798322955,2.394825409,2.394825409,2.394825409,2.798322955,2.375237467,2.697798877,2.697798877,1.867284334,1.867284334,8.122872793,6.715513883,5.358326357,8.122872793,6.969434153,5.739451439,5.261746334,8.122872793,6.781065644,7.842059431,7.714483574,8.122872793,4.695811671,4.695811671,10.78688858,10.15114529,10.21557412,4.816312634,5.001885212,4.816312634,10.15114529,7.272778585,3.547722286,8.55288147,11.12409118,7.272778585,7.272778585,10.21557412
1/1/2019 2:00,4.080276837,4.258078092,4.258078092,4.258078092,4.080276837,3.106671863,3.978500205,3.978500205,1.447096392,1.447096392,8.435450495,5.499944632,6.269726571,8.435450495,6.456815404,5.101551911,5.223777022,8.435450495,6.827723777,8.26093243,7.904425208,8.435450495,4.810564528,4.810564528,9.827187581,10.45151343,9.478206069,4.63862951,4.917289225,4.63862951,10.45151343,6.466182381,6.449160121,8.027407359,10.46874814,6.466182381,6.466182381,9.478206069
1/1/2019 3:00,4.674451047,4.780114903,4.780114903,4.780114903,4.674451047,3.931950327,4.571992805,4.571992805,2.030119181,2.030119181,8.346423791,4.127538023,6.470544823,8.346423791,5.95984026,5.220097209,5.111451519,8.346423791,8.041858502,7.421739127,7.561538243,8.346423791,4.014251667,4.014251667,9.523170667,11.33799651,10.84680433,5.338512243,6.271392907,5.338512243,11.33799651,7.669774902,5.810249441,8.280050638,10.79644524,7.669774902,7.669774902,10.84680433
1/1/2019 4:00,5.127008508,4.981211031,4.981211031,4.981211031,5.127008508,3.69192964,5.215518667,5.215518667,2.43421793,2.43421793,7.612100187,2.878438499,5.430985148,7.612100187,5.397258528,4.435392435,4.355654894,7.612100187,7.867321899,7.079290842,7.032004131,7.612100187,3.299686661,3.299686661,10.63233772,11.10296483,10.7206411,6.302429432,6.929300476,6.302429432,11.10296483,8.05615948,4.66190626,9.377413589,11.45445155,8.05615948,8.05615948,10.7206411
1/1/2019 5:00,5.09489214,5.114621691,5.114621691,5.114621691,5.09489214,5.876605457,5.068703003,5.068703003,2.586214459,2.586214459,8.433449851,2.177725209,4.792642242,8.433449851,5.840667083,4.63486184,4.500077446,8.433449851,8.429228935,7.850399502,7.964722453,8.433449851,3.159723441,3.159723441,11.1296227,11.50058548,10.94184369,5.723944851,7.260527392,5.723944851,11.50058548,8.503902854,5.17093613,10.11408266,11.99436431,8.503902854,8.503902854,10.94184369
1/1/2019 6:00,5.070484758,5.352607331,5.352607331,5.352607331,5.070484758,7.679514434,5.231290923,5.231290923,1.951249902,1.951249902,8.441079411,1.758120281,4.504543309,8.441079411,7.125461804,5.690522836,5.498865522,8.441079411,8.083399324,8.046612494,7.996796468,8.441079411,2.57377105,2.57377105,12.80711522,14.28572499,13.80127085,6.242579948,7.358144583,6.242579948,14.28572499,11.42516271,4.657759179,11.82607353,13.86556969,11.42516271,11.42516271,13.80127085
1/1/2019 7:00,3.338338634,3.707651735,3.707651735,3.707651735,3.338338634,4.408684522,3.895761087,3.895761087,1.232802529,1.232802529,7.336698535,1.856690069,4.355055124,7.336698535,4.170067512,3.475283568,3.486843075,7.336698535,6.780710202,6.656989155,6.810865815,7.336698535,3.01054388,3.01054388,13.69780684,13.59123392,14.36835808,6.262252208,5.650422331,6.262252208,13.59123392,11.83266957,4.486067634,12.37248575,14.582254,11.83266957,11.83266957,14.36835808
1/1/2019 8:00,3.69132604,4.263544452,4.263544452,4.263544452,3.69132604,6.569053556,3.590182533,3.590182533,1.686726444,1.686726444,5.131271921,3.897007571,3.267724606,5.131271921,2.884150974,4.40280431,1.845268931,5.131271921,5.001858819,4.335303983,4.434162133,5.131271921,0.87162174,0.87162174,14.18970871,11.34566077,12.35412814,6.626636542,3.204878189,6.626636542,11.34566077,10.52693694,3.120788852,12.40915597,14.48644132,10.52693694,10.52693694,12.35412814
1/1/2019 9:00,3.711312202,4.467910329,4.467910329,4.467910329,3.711312202,7.224131384,3.667203484,3.667203484,1.732808174,1.732808174,3.969769243,8.468310832,2.594664693,3.969769243,7.418278518,5.177231654,3.569576058,3.969769243,3.241581963,2.762970709,3.807015786,3.969769243,1.016046222,1.016046222,11.65888099,9.612368858,9.814257285,4.657159953,2.198011903,4.657159953,9.612368858,7.965303915,2.15435459,10.0535504,12.08426508,7.965303915,7.965303915,9.814257285
1/1/2019 10:00,3.94859107,4.945040238,4.945040238,4.945040238,3.94859107,7.732945249,3.768886078,3.768886078,1.902532171,1.902532171,8.513634336,9.046945596,1.774692021,8.513634336,10.1356833,7.552633658,5.456779369,8.513634336,3.589754546,5.409708646,9.159371127,8.513634336,1.16330976,1.16330976,9.855034917,6.95171502,7.756595964,4.269244152,2.435355571,4.269244152,6.95171502,6.475107246,1.806782324,8.159350187,9.986670475,6.475107246,6.475107246,7.756595964
1/1/2019 11:00,3.395812188,4.077226038,4.077226038,4.077226038,3.395812188,6.353864813,3.245025289,3.245025289,2.349654401,2.349654401,8.165004086,9.568721009,1.481470047,8.165004086,8.294660794,6.196155492,4.08410505,8.165004086,4.124647537,6.530937211,8.337374787,8.165004086,0.240610776,0.240610776,7.937661853,7.172913303,6.882496331,3.471733579,2.419919187,3.471733579,7.172913303,5.492661236,2.418634253,6.279954295,8.298052414,5.492661236,5.492661236,6.882496331
1/1/2019 12:00,3.456230362,4.671048017,4.671048017,4.671048017,3.456230362,5.407036986,3.775520468,3.775520468,1.905142617,1.905142617,8.065552162,7.343515192,1.923459023,8.065552162,7.065592703,4.584079634,2.759380884,8.065552162,4.833469636,6.578135546,8.372218223,8.065552162,1.127338409,1.127338409,7.868516794,6.077688389,5.856389121,2.984204582,2.890477468,2.984204582,6.077688389,4.497988258,3.039471374,5.787679012,7.530458806,4.497988258,4.497988258,5.856389121
1/1/2019 13:00,6.358893469,6.419090386,6.419090386,6.419090386,6.358893469,9.386763695,5.495395693,5.495395693,2.103853646,2.103853646,9.098834834,9.0621483,2.541607191,9.098834834,9.251988749,6.408140916,3.707949568,9.098834834,4.99224927,6.425849453,9.191975866,9.098834834,1.205704105,1.205704105,7.513192385,6.564879851,6.551554469,3.179911873,2.387902465,3.179911873,6.564879851,4.965959517,3.332449426,5.627660372,7.802940214,4.965959517,4.965959517,6.551554469
1/1/2019 14:00,5.169568842,5.537641238,5.537641238,5.537641238,5.169568842,6.88534351,4.850578983,4.850578983,2.198432193,2.198432193,10.70550744,8.973599779,2.995133444,10.70550744,12.83411639,9.652549771,7.229598355,10.70550744,5.650605936,7.105249186,11.42923884,10.70550744,1.210494683,1.210494683,8.148719408,6.378640931,6.170123607,3.362104362,2.680229259,3.362104362,6.378640931,4.866885653,3.396621637,5.988926325,7.870359472,4.866885653,4.866885653,6.170123607
1/1/2019 15:00,5.877983714,6.508548118,6.508548118,6.508548118,5.877983714,6.256432152,6.145435539,6.145435539,2.754173069,2.754173069,11.54923182,8.91690191,3.440119283,11.54923182,15.58255498,11.70301058,9.221943493,11.54923182,6.047548603,9.808171279,12.41452646,11.54923182,1.722948765,1.722948765,9.580890786,9.527801979,7.91877854,3.447223202,3.821729111,3.447223202,9.527801979,5.581534562,3.049074806,7.411016773,9.73287739,5.581534562,5.581534562,7.91877854
1/1/2019 16:00,6.267182525,6.969415372,6.969415372,6.969415372,6.267182525,7.301924445,6.718081177,6.718081177,2.31053053,2.31053053,9.497643606,8.551214167,4.219699689,9.497643606,13.22549533,9.375531722,7.280491329,9.497643606,5.427530933,8.894228163,9.802251987,9.497643606,1.876983666,1.876983666,9.411352631,9.387211166,8.18244109,2.972835198,3.879350795,2.972835198,9.387211166,5.31624964,2.362852235,7.388708785,9.891898066,5.31624964,5.31624964,8.18244109
1/1/2019 17:00,6.477112463,7.124732594,7.124732594,7.124732594,6.477112463,8.368413256,6.450748569,6.450748569,2.16448007,2.16448007,9.76677561,10.91942744,4.418027601,9.76677561,12.70479858,9.21963435,7.940630797,9.76677561,5.207380062,10.03924062,9.714432766,9.76677561,1.939870511,1.939870511,9.697236248,9.140454579,9.131933005,3.685026622,5.257922911,3.685026622,9.140454579,6.649682684,2.178599878,8.067550842,10.90350574,6.649682684,6.649682684,9.131933005
1/1/2019 18:00,7.19780561,7.67622001,7.67622001,7.67622001,7.19780561,8.836438366,7.202792161,7.202792161,3.255028677,3.255028677,9.664178419,13.75812363,5.024028253,9.664178419,13.58441498,10.32203994,8.47059153,9.664178419,4.824510227,9.675436065,10.11373664,9.664178419,2.546842427,2.546842427,9.772898661,9.330369222,9.352348185,3.693012474,5.129116224,3.693012474,9.330369222,7.348821325,1.16117647,8.219847612,10.95070013,7.348821325,7.348821325,9.352348185
1/1/2019 19:00,7.42102792,7.639740229,7.639740229,7.639740229,7.42102792,9.309767707,6.800323836,6.800323836,3.616054476,3.616054476,10.64627969,14.94090697,5.585444204,10.64627969,14.94444798,12.01913837,9.54730517,10.64627969,6.294041862,9.660654146,11.46456032,10.64627969,3.294228284,3.294228284,10.66188467,12.99342712,9.666300243,4.287062743,4.249007441,4.287062743,12.99342712,7.423381199,1.42069501,8.902431849,11.28604491,7.423381199,7.423381199,9.666300243
1/1/2019 20:00,8.067398346,8.312228227,8.312228227,8.312228227,8.067398346,10.6274715,7.526732796,7.526732796,3.54524875,3.54524875,8.719681313,14.28618824,4.803342529,8.719681313,14.23004286,11.11432885,8.658011785,8.719681313,5.043094582,8.407184325,9.433994455,8.719681313,3.250685982,3.250685982,12.41225338,12.96323459,13.41723963,5.797434616,3.39636703,5.797434616,12.96323459,10.74954467,2.73733227,11.72436262,16.16188554,10.74954467,10.74954467,13.41723963
1/1/2019 21:00,7.557927013,7.645836331,7.645836331,7.645836331,7.557927013,11.50617066,7.26881098,7.26881098,3.780386581,3.780386581,9.646568036,14.97090899,5.514614491,9.646568036,13.80611578,10.54746327,7.946652683,9.646568036,5.797284886,8.876356211,10.4717456,9.646568036,3.445921889,3.445921889,10.70562046,12.99140646,11.71238036,4.478751869,4.299182898,4.478751869,12.99140646,8.88570286,3.665099295,9.120521363,12.49152551,8.88570286,8.88570286,11.71238036
1/1/2019 22:00,7.392061413,7.425460797,7.425460797,7.425460797,7.392061413,12.34734767,6.929977266,6.929977266,3.256658388,3.256658388,8.527497162,15.18636576,4.387993585,8.527497162,14.82180109,11.31402412,9.108201912,8.527497162,4.871805826,8.486033941,9.456568447,8.527497162,3.023199283,3.023199283,11.25536358,12.83081009,11.14977889,4.861783708,3.042965638,4.861783708,12.83081009,8.477839985,1.818253608,9.297812935,12.29241092,8.477839985,8.477839985,11.14977889
1/1/2019 23:00,5.784722981,5.455712439,5.455712439,5.455712439,5.784722981,11.83618549,5.326912811,5.326912811,4.054740376,4.054740376,12.10103047,13.32846378,3.450118585,12.10103047,16.96617578,13.63026461,11.66541408,12.10103047,7.891119308,10.53409653,12.61046093,12.10103047,2.330644074,2.330644074,10.27694224,10.14758269,8.961688752,4.357312771,4.60092342,4.357312771,10.14758269,6.941003414,0.64224681,8.19348679,10.56221867,6.941003414,6.941003414,8.961688752
1/2/2019 0:00,5.122130992,5.137599633,5.137599633,5.137599633,5.122130992,9.157733438,5.727624807,5.727624807,5.091534479,5.091534479,10.90195706,12.079431,3.992523259,10.90195706,14.87221253,12.08875923,10.67255774,10.90195706,7.437967787,11.63469856,11.58987994,10.90195706,3.051026848,3.051026848,10.45900845,11.54289577,9.770155786,4.8572059,6.439158296,4.8572059,11.54289577,7.453916141,2.150502013,8.587748955,10.49910094,7.453916141,7.453916141,9.770155786
1/2/2019 1:00,4.527747243,4.567594457,4.567594457,4.567594457,4.527747243,7.793355553,5.019666171,5.019666171,4.701156518,4.701156518,10.18267398,12.01735159,4.043966797,10.18267398,14.47249612,12.3844491,11.14534247,10.18267398,7.346858732,10.95676882,10.72966095,10.18267398,3.241251793,3.241251793,12.04253467,12.51845169,10.56867794,5.965991727,6.564980923,5.965991727,12.51845169,7.891495224,3.305129567,10.1549373,11.82909212,7.891495224,7.891495224,10.56867794
1/2/2019 2:00,4.990670292,5.091774087,5.091774087,5.091774087,4.990670292,9.856893755,5.111553524,5.111553524,4.248327322,4.248327322,10.70064701,11.81766804,5.201257073,10.70064701,13.01951855,10.63771712,9.781112126,10.70064701,9.041721983,11.0666803,10.69087478,10.70064701,3.568911369,3.568911369,10.11533565,12.87819089,11.04756307,5.150640705,7.750180051,5.150640705,12.87819089,7.887930392,2.761790018,9.036033981,11.71994262,7.887930392,7.887930392,11.04756307
1/2/2019 3:00,4.896400812,5.086885356,5.086885356,5.086885356,4.896400812,10.26550297,5.369858189,5.369858189,3.85307242,3.85307242,10.01495709,10.64529478,4.88062801,10.01495709,10.72008949,8.826407434,7.984246687,10.01495709,8.869265541,10.17117241,9.879039293,10.01495709,4.354416696,4.354416696,9.722108298,12.51663228,11.76807018,4.579671085,7.238039395,4.579671085,12.51663228,8.535701792,4.482302054,9.079560365,12.1104197,8.535701792,8.535701792,11.76807018
1/2/2019 4:00,4.111111465,3.803504218,3.803504218,3.803504218,4.111111465,9.166257788,3.908132692,3.908132692,3.279897536,3.279897536,10.77182933,11.09436129,6.159619936,10.77182933,11.49758687,9.713407668,8.784829498,10.77182933,9.534984903,10.76174007,10.90051231,10.77182933,4.963634487,4.963634487,10.51064255,12.85128387,11.71114533,6.099387638,8.462862897,6.099387638,12.85128387,9.640992963,5.851739425,10.51746257,13.24579395,9.640992963,9.640992963,11.71114533
1/2/2019 5:00,4.173921618,4.287643863,4.287643863,4.287643863,4.173921618,9.32043204,3.581752969,3.581752969,3.274826191,3.274826191,11.83847325,11.31619627,5.584621151,11.83847325,11.83133041,9.615616362,8.812725109,11.83847325,10.38531321,11.37605314,11.77939678,11.83847325,4.138281423,4.138281423,12.28791079,13.59622451,12.25719752,5.672385089,8.230795593,5.672385089,13.59622451,9.41618083,6.103202796,10.77966087,13.04068509,9.41618083,9.41618083,12.25719752
1/2/2019 6:00,4.845074093,4.872510405,4.872510405,4.872510405,4.845074093,8.867931242,4.840376316,4.840376316,3.794383877,3.794383877,10.22215485,10.98286844,5.49486293,10.22215485,12.70313194,10.2394349,9.106892747,10.22215485,8.695814685,11.18892859,10.25812471,10.22215485,4.619852185,4.619852185,12.02483443,11.9998674,11.56382047,5.663395449,7.533255167,5.663395449,11.9998674,9.514907351,5.572065849,10.35727097,12.37697732,9.514907351,9.514907351,11.56382047
1/2/2019 7:00,3.851689814,4.079176489,4.079176489,4.079176489,3.851689814,7.351482133,3.774526129,3.774526129,3.072662976,3.072662976,11.32159581,10.07642869,4.221265028,11.32159581,11.05294497,8.789837842,7.909911046,11.32159581,10.00246353,10.77824096,11.03101322,11.32159581,3.358186482,3.358186482,11.6003135,12.07969733,11.71547954,4.758587577,7.374047904,4.758587577,12.07969733,9.195175804,3.746755564,9.948601898,12.45515909,9.195175804,9.195175804,11.71547954
1/2/2019 8:00,2.856641074,3.572860321,3.572860321,3.572860321,2.856641074,6.853866168,3.275872354,3.275872354,2.120513029,2.120513029,12.49010525,11.87061332,3.501379534,12.49010525,11.1292673,9.108341993,8.519070414,12.49010525,10.44290667,10.96580868,12.12394331,12.49010525,2.990287477,2.990287477,11.28279096,11.3312593,11.22253389,4.545204825,6.685940731,4.545204825,11.3312593,8.756184941,2.557562092,9.496289401,12.16702613,8.756184941,8.756184941,11.22253389
1/2/2019 9:00,2.344817776,2.887588505,2.887588505,2.887588505,2.344817776,5.728200342,2.97306434,2.97306434,1.620349804,1.620349804,11.93052693,10.71232266,3.670777326,11.93052693,10.34181015,8.301102064,7.613918777,11.93052693,9.793082754,10.37365023,11.49069848,11.93052693,2.66243526,2.66243526,10.69723784,13.73180048,12.35567497,3.622554216,6.387298323,3.622554216,13.73180048,8.755604861,3.49409312,8.915551387,12.12657319,8.755604861,8.755604861,12.35567497
1/2/2019 10:00,1.040923417,2.476966811,2.476966811,2.476966811,1.040923417,5.447434002,2.805184113,2.805184113,1.296573049,1.296573049,10.98554875,8.827383825,2.704205273,10.98554875,10.28190648,8.253101901,7.692598523,10.98554875,7.727975814,9.754579982,10.86685327,10.98554875,1.575858099,1.575858099,12.42576271,12.07412541,12.82793737,5.374114154,5.612816168,5.374114154,12.07412541,10.02334053,1.671246987,10.47138909,13.5195679,10.02334053,10.02334053,12.82793737
1/2/2019 11:00,1.134524044,2.114433107,2.114433107,2.114433107,1.134524044,4.908623949,2.900614084,2.900614084,1.538109631,1.538109631,8.457686468,10.44696881,2.822460158,8.457686468,9.740546439,8.009757957,6.923538551,8.457686468,6.544596998,8.390831225,8.528268885,8.457686468,2.317649561,2.317649561,12.16458915,11.48575969,11.66254251,4.877405184,4.9249376,4.877405184,11.48575969,9.036300916,2.050103865,9.912503675,12.80551757,9.036300916,9.036300916,11.66254251
1/2/2019 12:00,2.099511086,2.47902287,2.47902287,2.47902287,2.099511086,3.819866029,2.824460429,2.824460429,1.690475245,1.690475245,8.667310677,9.353971204,2.800083647,8.667310677,8.734941418,7.368587086,6.636924514,8.667310677,6.538191967,7.629654486,8.809607398,8.667310677,1.78792797,1.78792797,11.39897161,9.933939224,10.27800346,4.565951506,4.178516727,4.565951506,9.933939224,8.131648254,1.459081605,9.214184958,11.93907028,8.131648254,8.131648254,10.27800346
1/2/2019 13:00,2.237283099,2.660645336,2.660645336,2.660645336,2.237283099,3.739691942,3.07859129,3.07859129,2.008059616,2.008059616,8.119268213,7.697154051,2.554431595,8.119268213,8.003494309,6.447695539,6.090886027,8.119268213,5.896921345,7.157164985,8.119956424,8.119268213,1.796325151,1.796325151,9.242886328,9.907893106,9.407095218,3.720007121,3.866548716,3.720007121,9.907893106,7.03387829,0.992328049,7.491251541,9.948792729,7.03387829,7.03387829,9.407095218
1/2/2019 14:00,2.244222505,2.434095442,2.434095442,2.434095442,2.244222505,4.140117834,2.587913915,2.587913915,1.749253256,1.749253256,7.34897827,6.998990857,2.498065259,7.34897827,8.169458981,6.664159081,6.029400227,7.34897827,5.133151647,6.829652436,7.385593596,7.34897827,2.218099333,2.218099333,9.772414121,9.245240435,8.880118348,4.309070807,4.199087185,4.309070807,9.245240435,6.851198463,1.280828558,7.667982523,9.893250301,6.851198463,6.851198463,8.880118348
1/2/2019 15:00,2.117665752,2.359928998,2.359928998,2.359928998,2.117665752,4.355618717,2.535268223,2.535268223,1.9468876,1.9468876,8.207803979,5.666102062,2.289414105,8.207803979,10.55901467,7.411928977,5.878056073,8.207803979,5.598032778,7.037925989,8.278437734,8.207803979,1.456678689,1.456678689,7.95700448,8.286311638,7.702503686,2.253415833,3.837846169,2.253415833,8.286311638,5.194913242,1.027494716,5.96968069,8.313313963,5.194913242,5.194913242,7.702503686
1/2/2019 16:00,3.040562804,3.093378675,3.093378675,3.093378675,3.040562804,7.61918347,3.324896744,3.324896744,2.427098189,2.427098189,7.991347511,6.723446452,3.187407352,7.991347511,11.73213436,8.432558996,6.448959413,7.991347511,6.041440201,7.48155134,7.739163506,7.991347511,2.081334372,2.081334372,7.380592537,9.053546122,7.752354166,2.446090278,4.508263818,2.446090278,9.053546122,5.269159057,0.974686782,5.794957611,8.140645193,5.269159057,5.269159057,7.752354166
1/2/2019 17:00,4.185635065,4.153896494,4.153896494,4.153896494,4.185635065,10.0350708,4.202913009,4.202913009,3.088160677,3.088160677,8.356436302,8.795111329,3.947219396,8.356436302,12.78141309,9.166277752,7.479505343,8.356436302,5.743870881,8.967394295,8.028535935,8.356436302,2.613283069,2.613283069,7.839457937,8.830188824,7.788513188,2.55284844,4.871962142,2.55284844,8.830188824,5.50781462,2.220926871,6.287746978,8.679752035,5.50781462,5.50781462,7.788513188
1/2/2019 18:00,4.785989454,4.880106953,4.880106953,4.880106953,4.785989454,10.45501129,4.722316971,4.722316971,2.760630603,2.760630603,7.646133966,7.093079814,4.019044255,7.646133966,11.78057101,7.899707945,5.770548491,7.646133966,5.59778768,7.522907799,6.959803449,7.646133966,2.115439859,2.115439859,8.648919397,9.269224955,7.937092327,2.76441324,5.034127003,2.76441324,9.269224955,5.566432004,2.752729146,6.600529533,8.963163465,5.566432004,5.566432004,7.937092327
1/2/2019 19:00,6.147580219,6.24246537,6.24246537,6.24246537,6.147580219,10.84696449,5.888040714,5.888040714,2.830949802,2.830949802,8.019346261,7.127998487,4.321692904,8.019346261,10.57374303,6.760325739,4.928407872,8.019346261,6.091716386,7.569727073,6.942357232,8.019346261,2.185289773,2.185289773,9.095281888,10.13853337,8.914506283,3.23283612,5.229302,3.23283612,10.13853337,6.444928886,2.397032073,7.046759841,9.55081381,6.444928886,6.444928886,8.914506283
1/2/2019 20:00,6.249473737,5.723413891,5.723413891,5.723413891,6.249473737,10.64607228,5.43751786,5.43751786,2.571036607,2.571036607,7.986820659,9.245128515,4.459722979,7.986820659,10.51781897,6.885738961,5.341952391,7.986820659,5.680394051,7.16076747,7.134351811,7.986820659,2.208385085,2.208385085,8.625101704,10.72508735,8.972874567,3.457892903,4.590593263,3.457892903,10.72508735,6.361665339,2.009294802,6.506213417,8.864953537,6.361665339,6.361665339,8.972874567
1/2/2019 21:00,6.430392927,6.248101914,6.248101914,6.248101914,6.430392927,10.66866416,5.604655563,5.604655563,3.221647242,3.221647242,8.262329152,9.4989763,4.647964003,8.262329152,9.250558782,5.874988551,4.96221324,8.262329152,5.536899549,7.592058303,7.908655448,8.262329152,1.70810007,1.70810007,9.459953604,10.57464574,9.228865714,3.83498401,4.56904323,3.83498401,10.57464574,6.696777902,2.129019531,7.421908659,9.869248489,6.696777902,6.696777902,9.228865714
1/2/2019 22:00,6.438520442,6.355327156,6.355327156,6.355327156,6.438520442,9.370575873,5.983364473,5.983364473,3.266307592,3.266307592,8.187749591,9.989491529,4.31804513,8.187749591,8.223558143,6.237985299,5.675183123,8.187749591,5.246317128,7.655465463,8.019534849,8.187749591,2.177804041,2.177804041,10.11941847,9.898860743,9.494498579,3.848956249,4.325020853,3.848956249,9.898860743,6.887468792,2.564793287,7.911920867,10.5593405,6.887468792,6.887468792,9.494498579
1/2/2019 23:00,5.333466596,5.157338367,5.157338367,5.157338367,5.333466596,7.469525239,5.026815342,5.026815342,3.075637591,3.075637591,8.981866907,11.57122329,4.794853577,8.981866907,8.730628251,7.073966965,6.366369766,8.981866907,6.513942447,7.66193629,8.817850378,8.981866907,2.342581733,2.342581733,11.34433835,10.39036154,10.20884663,4.90368299,4.820064288,4.90368299,10.39036154,7.442996842,1.938600741,8.758370806,11.41460268,7.442996842,7.442996842,10.20884663
